"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Pdcl3",1.57563420286366e-09,0.585464985905242,0.402,0.3,2.70851519472263e-05
"Slc6a6",1.58704035227707e-09,-0.368243092577499,0.571,0.675,2.72812236556428e-05
"Rtf1",1.6751918160512e-09,-0.486417747375868,0.307,0.427,2.87965473179201e-05
"Dguok",1.71164394507356e-09,-0.521748028387664,0.28,0.403,2.94231594158145e-05
"Chmp3",1.77038811722877e-09,-0.479700705672862,0.423,0.534,3.04329717351625e-05
"Kdelr1",1.81681568655354e-09,-0.487158664802762,0.366,0.484,3.12310616518554e-05
"Mknk2",1.84087982073813e-09,-0.627550785722378,0.182,0.284,3.16447241184885e-05
"Adam10",1.87153399176443e-09,-0.678746533014739,0.197,0.3,3.21716693184305e-05
"Banf1",1.9487484134607e-09,0.549528569032102,0.465,0.37,3.34989852273894e-05
"Grb2",1.96740075807763e-09,0.371469606597324,0.765,0.708,3.38196190313545e-05
"Tmed9",2.17252866015712e-09,0.299717985335613,0.814,0.767,3.73457676681008e-05
"Hspb11",2.2110074021135e-09,0.75414848565287,0.307,0.212,3.8007217242331e-05
"Ier2",2.34445047986055e-09,-0.568917574015398,0.694,0.751,4.03011037488029e-05
"Gdap10",2.40030960000687e-09,0.778133276027469,0.283,0.187,4.1261322024118e-05
"Sirpa",2.41523363918124e-09,0.338085788261937,0.746,0.707,4.15178662575255e-05
"Sys1",2.4592185436146e-09,0.330578448598748,0.743,0.667,4.22739667647349e-05
"Il10rb",2.54042187771325e-09,-0.363329459378107,0.557,0.667,4.36698520778908e-05
"Eci2",2.56247005407415e-09,-0.602598534319485,0.248,0.354,4.40488602295347e-05
"Ccng1",2.72170055083088e-09,0.77997148691923,0.354,0.262,4.67860324687828e-05
"Chchd1",2.73031465891481e-09,0.441944248117571,0.604,0.541,4.69341089867455e-05
"Tbxas1",2.74067042548474e-09,-0.401766922867331,0.437,0.561,4.71121246140827e-05
"Ttyh3",2.79322759122214e-09,-0.669873049114188,0.158,0.257,4.80155822931087e-05
"Acap2",2.85258795407212e-09,-0.621183585927976,0.156,0.255,4.90359869304998e-05
"Cldnd1",2.93720654247189e-09,0.841328820329689,0.286,0.194,5.04905804650917e-05
"Tmem261",2.94365470549748e-09,-0.266426984533674,0.624,0.744,5.06014243875016e-05
"Dok1",2.94710846096113e-09,0.692296181665038,0.344,0.244,5.06607944439218e-05
"Sdf4",2.9739510540247e-09,-0.343799205751721,0.611,0.726,5.11222186186846e-05
"Kdelr2",2.99609287942715e-09,0.56764397913594,0.471,0.383,5.15028365973527e-05
"Lacc1",3.08096640232361e-09,0.662571032499071,0.389,0.29,5.29618124559428e-05
"Taf11",3.16705982254543e-09,0.736747141222864,0.294,0.199,5.44417583495559e-05
"Mtch2",3.39177991875905e-09,0.40027636317048,0.623,0.555,5.8304696803468e-05
"Ndufab1",3.46093992094487e-09,0.303290161130424,0.768,0.717,5.94935572410424e-05
"Hmgn2",3.4695314620595e-09,0.86594810815227,0.264,0.171,5.96412458328027e-05
"Dynll2",3.60950297065171e-09,-0.629723800747769,0.213,0.317,6.20473560655028e-05
"Odc1",3.71925563431263e-09,0.611808130741618,0.502,0.419,6.39340043538341e-05
"Elovl1",3.87101104485175e-09,0.562039964758222,0.41,0.311,6.65426798610016e-05
"Thoc6",4.23565738412675e-09,0.832656087405751,0.258,0.167,7.28109504331389e-05
"Eif3d",4.30708656391785e-09,0.596846094293915,0.445,0.349,7.40388180337478e-05
"Sfr1",4.54165951352411e-09,0.480976177743264,0.584,0.529,7.80711270374794e-05
"Gar1",4.93211304567356e-09,0.823628317391461,0.273,0.18,8.47830232551284e-05
"Hspe1",5.10676606017327e-09,0.257702280726915,0.887,0.888,8.77853085743785e-05
"Inpp5d",5.25059453312707e-09,-0.552252969117937,0.338,0.45,9.02577200244543e-05
"Prkra",5.25576389209597e-09,-0.589164258493074,0.156,0.253,9.03465813051297e-05
"Tmbim1",5.55357798930162e-09,-0.57155254741776,0.227,0.33,9.54660056360949e-05
"Raly",5.57628667337648e-09,0.419496409583359,0.671,0.622,9.58563679153417e-05
"Rock1",5.64111430953247e-09,0.580180812484161,0.423,0.327,9.69707549808631e-05
"Ola1",5.64157156979198e-09,0.61350467674943,0.38,0.284,9.69786152847242e-05
"Cwc15",5.74030118841762e-09,0.295530281328752,0.801,0.752,9.86757774288988e-05
"Cnih1",5.81643475264539e-09,-0.507129533719479,0.352,0.463,9.99845133979742e-05
"Fam177a",6.10379859866553e-09,0.720074272111664,0.343,0.25,0.00010492429791106
"Mrpl18",6.10677954871307e-09,0.314788696185726,0.689,0.624,0.000104975540442378
"Lsm2",6.31032082346879e-09,0.612181806353249,0.354,0.257,0.000108474414955429
"Ptger4",6.43161822429454e-09,-0.715873231133952,0.176,0.273,0.000110559517275623
"Cebpg",6.71303066426742e-09,-0.480101632919295,0.323,0.439,0.000115396997118757
"Cd93",6.72715108267699e-09,0.524807319005487,0.356,0.246,0.000115639727111217
"Ndufb10",6.88224991082978e-09,-0.272466284149534,0.804,0.872,0.000118305875967164
"Rps28",7.77586645483717e-09,-0.334558771844256,0.592,0.719,0.000133667144358651
"Tonsl",7.91192971821017e-09,0.41027125850217,0.624,0.558,0.000136006071856033
"Nadk",8.18982247912406e-09,-0.385024323833684,0.445,0.561,0.000140783048416143
"Srsf11",8.43366459216636e-09,0.473780895028739,0.547,0.468,0.00014497469433934
"Ndufaf3",9.3089924030584e-09,0.786833819572337,0.29,0.2,0.000160021579408574
"Colgalt1",9.40427295936466e-09,-0.485631444338815,0.308,0.424,0.000161659452171479
"Utp3",9.60255326191176e-09,0.600825279184197,0.376,0.28,0.000165067890572263
"Hspa14",9.60670647352000e-09,0.723911990894947,0.273,0.179,0.000165139284279809
"Ndufa8",9.6763596518326e-09,0.26807039909901,0.781,0.75,0.000166336622415002
"Dnm2",1.02766141918015e-08,-0.502660249431065,0.352,0.459,0.000176654997957067
"Asah1",1.07871679660448e-08,-0.30116566287415,0.65,0.757,0.000185431417336309
"Tbrg1",1.10396137483509e-08,-0.564607665935898,0.18,0.277,0.000189770960334153
"Vamp3",1.16268253245652e-08,-0.478051449594746,0.31,0.427,0.000199865127329275
"Eif4g3",1.16861655790268e-08,-0.577217765077905,0.213,0.316,0.00020088518630347
"Ube3a",1.17437757900035e-08,-0.508516521644024,0.279,0.387,0.00020187550583016
"Sdcbp",1.2052329200781e-08,0.25150254456051,0.952,0.959,0.000207179538961426
"Nip7",1.21036526122834e-08,0.710199086765751,0.28,0.186,0.000208061788405151
"Npepl1",1.22322273365153e-08,-0.641523083550735,0.169,0.261,0.000210271987914698
"Ets2",1.23928676509375e-08,0.658476533825945,0.329,0.234,0.000213033394919615
"G6pdx",1.26800318138572e-08,-0.588746182701192,0.199,0.299,0.000217969746880205
"Pim3",1.27218474058719e-08,0.764345937910186,0.317,0.226,0.000218688556906938
"Slc35c2",1.28213506828133e-08,0.749334902108036,0.315,0.221,0.00022039901823756
"Asap1",1.31111720183224e-08,-0.485847253552015,0.25,0.36,0.000225381046994962
"Samm50",1.32679999726213e-08,0.550603549444096,0.42,0.326,0.00022807691952936
"Gpcpd1",1.33616418341946e-08,-0.5110399023474,0.177,0.274,0.000229686623129804
"Rpl7l1",1.46251698687939e-08,0.558335128566095,0.426,0.333,0.000251406670044567
"Psmc3",1.48399952342828e-08,0.472639529313189,0.568,0.49,0.000255099518077321
"Psmd7",1.65858371441472e-08,0.443440058424357,0.574,0.496,0.00028511054050789
"Ewsr1",1.73337869979235e-08,0.461911007972581,0.552,0.474,0.000297967798494304
"Thoc7",1.80760273001359e-08,0.569551561734673,0.408,0.319,0.000310726909289336
"Sec11a",1.8079125893983e-08,0.371134551686591,0.603,0.53,0.000310780174117568
"2310022A10Rik",1.8355221643283e-08,0.867061191787025,0.276,0.193,0.000315526260048035
"Tm9sf3",1.84185259296336e-08,-0.416649253927177,0.409,0.533,0.000316614460730402
"9130401M01Rik",1.89512623625516e-08,0.671959520407728,0.348,0.257,0.000325772200012262
"Klf3",2.03175370993434e-08,-0.454582233394088,0.314,0.427,0.000349258462737713
"Acaa1a",2.04457238599906e-08,0.542678488075071,0.439,0.35,0.000351461993153239
"Ubtd1",2.06393588292603e-08,-0.472492662454561,0.292,0.403,0.000354790578274985
"Hsp90b1",2.06630988786275e-08,0.298347013597304,0.862,0.881,0.000355198669723607
"Ube2d2a",2.11113596121092e-08,0.304450444281386,0.773,0.733,0.000362904271732157
"Pbdc1",2.11650153568698e-08,0.673084103376079,0.359,0.271,0.000363826613984591
"Hnrnph2",2.15197191372569e-08,0.667309159093357,0.36,0.269,0.000369923971969446
"Tmem123",2.1812796861601e-08,0.647675556812473,0.354,0.259,0.000374961978050921
"Yrdc",2.22437220637558e-08,0.68593689878757,0.304,0.213,0.000382369582275963
"Carkd",2.27040870060873e-08,-0.509917083289847,0.188,0.286,0.00039028325563464
"Ddx39b",2.41043122862411e-08,0.625421223776362,0.386,0.301,0.000414353128200484
"Tprgl",2.48196368690846e-08,-0.455652608206345,0.41,0.513,0.000426649557779565
"Impdh2",2.55725342614765e-08,0.612240081005594,0.402,0.312,0.000439591863954781
"Rpp21",2.57854358290743e-08,0.562925999316451,0.408,0.312,0.000443251641901787
"Tox4",2.58178939048389e-08,0.682862078501718,0.294,0.202,0.000443809596224181
"Nr1h2",2.71942445380092e-08,0.616116049119065,0.335,0.245,0.000467469063608378
"Nceh1",2.7453060889574e-08,-0.533788270641247,0.237,0.333,0.000471918116691776
"Tm6sf1",2.76323526090169e-08,-0.289644179718721,0.578,0.7,0.000475000141349001
"Med21",2.87764783557971e-08,0.737725420797207,0.335,0.248,0.000494667662936153
"Rdx",2.94182344238266e-08,-0.570396488066618,0.24,0.341,0.000505699449745578
"Lsm5",2.97703500980187e-08,0.500348095856032,0.439,0.345,0.000511752318184942
"Stx7",2.99587056500653e-08,0.388991615620548,0.67,0.608,0.000514990150124623
"Papola",3.03556463817295e-08,0.440411513019795,0.566,0.483,0.00052181356130193
"Lmbrd1",3.06935321647751e-08,-0.580594170278906,0.237,0.336,0.000527621817912484
"Timm10b",3.39336535248282e-08,-0.367720145290502,0.53,0.637,0.000583319504091796
"Adcy7",3.45697275303924e-08,-0.66794411417111,0.164,0.252,0.000594253616247445
"Tmem126a",3.60804123177836e-08,0.422483829995726,0.55,0.464,0.000620222287742701
"Manbal",3.63646639272449e-08,-0.503751967307731,0.272,0.379,0.00062510857290934
"Aftph",3.7343424451809e-08,-0.513351104144512,0.227,0.329,0.000641933466326596
"Gm10073",3.85315771040142e-08,-0.279396335273253,0.726,0.811,0.000662357810418004
"Herpud1",3.86974696125162e-08,-0.540215899786366,0.221,0.322,0.000665209502639154
"G3bp2",4.20409123364572e-08,-0.351518694270237,0.461,0.578,0.000722683283063699
"Ccm2",4.22546268163764e-08,-0.482219808294965,0.275,0.379,0.00072635703497351
"Psme3",4.26234537401879e-08,0.723166159557622,0.301,0.214,0.000732697169793831
"Ndufb7",4.27977876156788e-08,0.290487832358695,0.82,0.796,0.000735693969113518
"Tyrp1",4.34740713083438e-08,-0.923262745288686,0.174,0.261,0.000747319285790429
"Dbi",4.62762285888926e-08,-0.265981747162815,0.903,0.922,0.000795488369443063
"Casp4",5.03249477424618e-08,0.733930298750187,0.343,0.255,0.000865085851692919
"Ppig",5.09931847159751e-08,0.418515855793328,0.588,0.511,0.000876572845267612
"Hist3h2a",5.19030439234142e-08,-0.36196909037394,0.28,0.393,0.000892213325043489
"Zfand3",5.25800915717917e-08,0.623643727020341,0.386,0.302,0.000903851774119099
"Mien1",5.63146648360352e-08,0.319343880122718,0.706,0.643,0.000968049088531445
"Ube2v2",5.77246365264301e-08,0.72757593940496,0.284,0.199,0.000992286501889333
"Vdac3",5.82729654170993e-08,0.588792304061508,0.382,0.298,0.00100171227551994
"Mrpl17",5.91133259900492e-08,0.410282573794733,0.589,0.519,0.00101615807376895
"Smchd1",5.95880864632164e-08,0.74756066084525,0.372,0.295,0.00102431920630269
"Nudcd2",6.46259853992513e-08,0.672666423777722,0.341,0.253,0.00111092068901313
"Hnrnpm",6.46831739006882e-08,0.47444244575842,0.468,0.389,0.00111190375935283
"Sugt1",6.52864067199955e-08,0.47593927051906,0.489,0.403,0.00112227333151672
"Rcbtb2",6.53649962023406e-08,0.904979343301672,0.296,0.215,0.00112362428471823
"Thumpd3",6.643484052809e-08,0.77363505776905,0.25,0.166,0.00114201490867787
"Ssb",6.85343189975911e-08,0.352521157556472,0.575,0.488,0.00117810494356859
"Tcf25",6.93005038562789e-08,0.370961652178192,0.632,0.572,0.00119127566128943
"2700029M09Rik",7.45148979646789e-08,0.451791746091471,0.392,0.293,0.00128091109601283
"Rab7",7.6026553046662e-08,0.27227976052385,0.85,0.819,0.00130689644687212
"Tmem14c",8.17043249990083e-08,0.278552725058686,0.807,0.775,0.00140449734673295
"Ppp2r4",8.29379809692731e-08,-0.474216488116648,0.331,0.433,0.0014257038928618
"Mmadhc",8.56137386740678e-08,0.68786533023304,0.29,0.202,0.00147170016780723
"Rab5c",8.5928248334488e-08,0.295235327306632,0.86,0.853,0.00147710658886985
"Sema4a",8.69371446984602e-08,-0.428669113261384,0.291,0.397,0.00149444951736653
"Eif4e2",9.7862926239658e-08,0.397223198767833,0.573,0.507,0.00168226370205972
"Luzp1",9.84404630885156e-08,-0.642834801466687,0.192,0.28,0.00169219156049158
"E2f4",1.01090504486008e-07,0.618566552742998,0.316,0.227,0.00173774577211447
"Rnf5",1.04001693617525e-07,-0.408716439737203,0.252,0.358,0.00178778911328525
"Idh3a",1.06841255953743e-07,0.78964133035699,0.259,0.178,0.00183660118984485
"Snx10",1.08610323846102e-07,0.506490868577478,0.488,0.406,0.0018670114669145
"Rpl13a-ps1",1.08793628803685e-07,-0.314521287127328,0.499,0.609,0.00187016247913534
"Dctn1",1.17004671686403e-07,-0.503673888533781,0.185,0.277,0.00201131030628927
"Clns1a",1.18921321809599e-07,0.566827874646014,0.385,0.301,0.002044257521907
"Tmem165",1.19821772431453e-07,-0.405035052925381,0.376,0.49,0.00205973626809668
"Rabep1",1.27070822077191e-07,-0.582275894212899,0.176,0.263,0.00218434743150691
"Ppp1r18",1.29290414052364e-07,0.441759055373023,0.539,0.465,0.00222250221756014
"Tceb1",1.30225857710699e-07,0.271594082974515,0.75,0.707,0.00223858249404692
"Hsd17b12",1.33564046167736e-07,0.465984525921781,0.486,0.4,0.00229596595362338
"Igbp1",1.34056207203831e-07,-0.440144095192634,0.32,0.417,0.00230442620183386
"Eif4a3",1.34694737385021e-07,0.618324094788748,0.28,0.195,0.00231540253564851
"Pex7",1.42517743894402e-07,-0.577810529289668,0.17,0.259,0.00244988001754478
"Mycbp2",1.42733175222486e-07,0.630523849541495,0.423,0.351,0.00245358328207454
"Acaa2",1.5160390732951e-07,-0.508854528082423,0.239,0.335,0.00260607116699428
"Leprot",1.57361454415001e-07,-0.406036123619036,0.359,0.464,0.00270504340139387
"Mrps10",1.59064166815484e-07,0.657029854896158,0.28,0.196,0.00273431302755817
"Peli1",1.62685853186353e-07,0.635806635985132,0.377,0.291,0.00279656981627341
"Morf4l2",1.65811870525688e-07,0.454786218735981,0.495,0.419,0.00285030605433657
"Arrb2",1.66057947361931e-07,0.436351357962239,0.566,0.497,0.00285453611515159
"Zmiz1",1.66651519485773e-07,-0.498496073456246,0.258,0.359,0.00286473961996044
"1110004F10Rik",1.75717832544044e-07,0.430845455682077,0.502,0.421,0.00302058954143212
"Lypla2",1.78677187182212e-07,0.626375852243223,0.321,0.237,0.00307146084766222
"Tceal8",1.80211253488915e-07,-0.623128847363941,0.171,0.255,0.00309783144747445
"Clec4b1",1.88495073683849e-07,0.830191077092294,0.273,0.19,0.00324023031662537
"Gtf2a2",1.93709536334199e-07,-0.356330862967923,0.471,0.576,0.00332986692958488
"Asnsd1",1.99316473221237e-07,0.611584590633254,0.342,0.258,0.00342625017467307
"P4ha1",2.14391005830311e-07,0.702648086066364,0.339,0.259,0.00368538139022304
"Rab24",2.17843238826963e-07,-0.340132594633736,0.49,0.607,0.0037447252754355
"2310011J03Rik",2.25969795185494e-07,0.546500007669004,0.41,0.327,0.00388442077923864
"Tor1aip1",2.27926675693423e-07,0.497223676124006,0.545,0.488,0.00391805955516995
"Ankrd44",2.28324111028462e-07,-0.622217631566608,0.167,0.253,0.00392489146857927
"Ubl4a",2.297349877755e-07,0.543800611875252,0.429,0.349,0.00394914443986085
"Fkbp2",2.32175871271491e-07,-0.262811765070877,0.759,0.819,0.00399110322715694
"Got2",2.40118192333317e-07,0.728613930649445,0.268,0.189,0.00412763172620972
"Stard3",2.542246380076e-07,0.57840096734527,0.409,0.333,0.00437012152735064
"Arl6ip4",2.55259327292229e-07,-0.403786026353017,0.296,0.398,0.00438790783615342
"Tmem234",2.6168240161859e-07,-0.25918801442568,0.643,0.741,0.00449832048382356
"Htra2",2.84759992648303e-07,0.616793742285764,0.286,0.2,0.00489502427362434
"Zfp787",2.85518497093454e-07,-0.645090869166775,0.175,0.256,0.00490806296503648
"Zdhhc20",2.88966555469368e-07,-0.519933346375496,0.176,0.265,0.00496733508851844
"Eci1",2.8949345516224e-07,-0.588878561411839,0.188,0.273,0.00497639249423891
"Rabl6",2.95005216778907e-07,-0.505126752326407,0.223,0.317,0.00507113967642942
"Dram2",3.14756048367273e-07,-0.334141900218189,0.442,0.565,0.00541065647143342
"Mrps24",3.18156794676955e-07,-0.255129429637064,0.764,0.84,0.00546911530049686
"Cyb5r4",3.20151839056492e-07,0.468565967205285,0.418,0.33,0.00550341011338111
"Pa2g4",3.38771709036431e-07,0.548026862796095,0.415,0.343,0.00582348567833624
"Eif4a2",3.430458099657e-07,-0.369015371466798,0.395,0.502,0.00589695747331039
"Zcrb1",3.64704665286445e-07,0.289316949270758,0.717,0.654,0.006269273196274
"Spp1",3.71669946650325e-07,2.48351073955055,0.257,0.192,0.00638900638291909
"Zfp106",3.72834970334323e-07,-0.570918109136863,0.234,0.325,0.00640903314004702
"Anxa1",3.76588321518039e-07,0.845812803822839,0.447,0.383,0.00647355324689509
"Gadd45gip1",4.02375281302649e-07,0.461741445557981,0.426,0.345,0.00691683108559254
"Fam134a",4.04445316518984e-07,-0.550771729387345,0.202,0.294,0.00695241499096133
"Psmc5",4.06613913854488e-07,0.462111929321853,0.462,0.378,0.00698969317915865
"Efr3a",4.25249982320362e-07,-0.582917048992685,0.188,0.273,0.00731004719608702
"Ctdsp1",4.27584875335846e-07,-0.569213271148174,0.166,0.25,0.00735018400702319
"Nucb1",4.52707419971937e-07,-0.508950820902513,0.241,0.335,0.00778204054931759
"Tuba1c",4.68152340392247e-07,0.752598693914206,0.254,0.179,0.00804753873134273
"Stx12",4.77456726786334e-07,-0.440497852565963,0.353,0.447,0.00820748113345708
"Ankfy1",4.78864127704497e-07,-0.523211258100697,0.214,0.306,0.00823167435524031
"Gatm",5.02516903912832e-07,0.854521551939247,0.278,0.201,0.00863826557826159
"Tmem203",5.10057044423458e-07,-0.553365330916158,0.188,0.274,0.00876788059363925
"Gars",5.13328925658763e-07,0.592691284605186,0.313,0.232,0.00882412423207413
"Ncl",5.14796140073077e-07,0.367285549732731,0.694,0.674,0.0088493456478562
"Ddb1",5.64816229867224e-07,-0.549459564853719,0.211,0.298,0.00970919099141758
"Ly86",5.93394052934591e-07,0.309275686921038,0.863,0.864,0.0102004437699456
"Myo9b",6.05384619748237e-07,-0.492914128225225,0.211,0.301,0.0104065616134722
"Sirt2",6.19004911500684e-07,-0.327782123822669,0.482,0.582,0.0106406944286968
"Mrpl36",6.26368746273289e-07,0.347296193204918,0.563,0.487,0.0107672787484378
"Strap",6.48282125502414e-07,0.446785507609192,0.518,0.44,0.0111439697373865
"Git2",6.75023128235226e-07,-0.486302531198683,0.215,0.303,0.0116036475743635
"Rab11a",6.78237904991168e-07,-0.273606698115365,0.75,0.798,0.0116589095867982
"Nxf1",6.87329654041991e-07,-0.460153486466479,0.231,0.323,0.0118151967529818
"2410015M20Rik",6.87780864696543e-07,-0.267543925022587,0.612,0.714,0.0118229530641336
"Gtf2b",6.9235401991082e-07,0.675619944727957,0.264,0.187,0.011901565602267
"Rheb",7.2684787953615e-07,0.294090697597736,0.724,0.673,0.0124945150492264
"Mrpl21",7.32057554521374e-07,0.504836970405069,0.432,0.36,0.0125840693622224
"Rap1gds1",7.34127996317992e-07,-0.566376131325272,0.196,0.278,0.0126196602567063
"Gatad2b",7.46375449566033e-07,-0.575225489410377,0.172,0.253,0.0128301939780401
"3830406C13Rik",7.52606514412753e-07,0.624943633214694,0.286,0.208,0.0129373059827552
"Nelfe",7.77833411011905e-07,0.595724770466607,0.29,0.207,0.0133709563352947
"Preb",8.21649028955966e-07,0.649791394779855,0.271,0.192,0.0141241468077531
"Sar1b",8.22148029865361e-07,0.469771777098479,0.502,0.437,0.0141327246333856
"Cbx3",8.25284351612454e-07,-0.577230623668648,0.175,0.254,0.0141866380042181
"Il10ra",8.42566312843443e-07,0.636113999543605,0.331,0.256,0.0144837149177788
"Csnk1d",8.73605488634737e-07,0.504669815291825,0.382,0.301,0.0150172783496311
"Mrpl35",8.7978205509579e-07,0.454182222394112,0.438,0.356,0.0151234535270966
"Sp100",9.00669702809982e-07,0.514956095930978,0.484,0.408,0.0154825121913036
"Prpf40a",9.08238494565948e-07,0.468013667401333,0.473,0.4,0.0156126197215886
"Tmem256",9.27799353296809e-07,-0.276260730071911,0.685,0.77,0.0159488708831721
"Iigp1",9.31504488711531e-07,0.805285032569212,0.351,0.281,0.0160125621609512
"1810022K09Rik",9.47091414404679e-07,0.526752329296189,0.368,0.29,0.0162805014136164
"Hspa4",9.68752797537423e-07,0.485087465602975,0.413,0.334,0.0166528605896683
"Bptf",9.94506118581087e-07,-0.53440691189054,0.203,0.289,0.0170955601784089
"Napa",1.0078187342093e-06,0.399150205014212,0.547,0.495,0.0173244040410578
"Arid4a",1.01620208598363e-06,0.691344398322338,0.317,0.239,0.0174685138580586
"Mier1",1.04082149908023e-06,-0.540930378614373,0.207,0.293,0.0178917215691892
"Gsto1",1.04342844451817e-06,-0.323574570430588,0.341,0.451,0.0179365349612673
"Cers2",1.0512943664355e-06,0.428495205762655,0.558,0.496,0.0180717501590263
"R3hdm4",1.08187679784024e-06,-0.534862963771259,0.229,0.318,0.0185974621548737
"Nipa2",1.10514127534544e-06,-0.402484014804703,0.379,0.48,0.0189973785231881
"Gcsh",1.14214010195495e-06,0.761888671084886,0.25,0.176,0.0196333883526056
"Hiat1",1.16665112867786e-06,-0.571483130512801,0.179,0.26,0.0200547329019724
"Snx24",1.17318185889125e-06,-0.542607017607643,0.176,0.253,0.0201669961543406
"Lrmp",1.1918087361478e-06,-0.507560455447439,0.173,0.254,0.0204871921743807
"Aimp1",1.24819175428905e-06,0.381891017660829,0.474,0.399,0.0214564162562287
"Sf3b4",1.27038665785064e-06,0.583778705715612,0.33,0.252,0.0218379466484524
"Lsm14a",1.2796054715001e-06,0.575173508048935,0.315,0.237,0.0219964180550867
"Ethe1",1.285057047767e-06,0.563698489129912,0.416,0.345,0.0220901306511147
"H1f0",1.32721662584375e-06,0.655350494537917,0.434,0.37,0.0228148537982541
"Itgb1",1.33123111833327e-06,-0.358158961083321,0.376,0.473,0.0228838629241489
"Mea1",1.3388194225269e-06,0.376504049587515,0.544,0.478,0.0230143058732375
"Psmd1",1.38805168002764e-06,0.480013788258782,0.38,0.301,0.0238606083796751
"Ubn1",1.38821755717788e-06,-0.535775375834471,0.206,0.291,0.0238634598078878
"Rest",1.39090948673254e-06,0.836504437718389,0.256,0.186,0.0239097340769323
"Rad23a",1.39347326510228e-06,0.503208640119195,0.408,0.325,0.0239538054271083
"Wbp1l",1.52659710573014e-06,-0.510109837621414,0.176,0.258,0.0262422042475011
"Arl8a",1.54463787561783e-06,-0.310293055508827,0.42,0.529,0.0265523250818705
"Lage3",1.56753407146727e-06,-0.366369475385589,0.357,0.458,0.0269459106885223
"Commd9",1.63868181408881e-06,-0.596649351347411,0.174,0.253,0.0281689403841867
"Copa",1.70271259034056e-06,-0.429288163788949,0.306,0.402,0.0292696294279543
"Slc50a1",1.7189128252817e-06,-0.449107628182803,0.278,0.368,0.0295481114665924
"Plec",1.73496203824436e-06,-0.367431306876406,0.223,0.315,0.0298239974374206
"Rnf4",1.74276945903251e-06,0.556090749536265,0.336,0.26,0.0299582070007688
"Tomm70a",1.75464927803719e-06,0.635024839384384,0.286,0.21,0.0301624210894593
"Rsl1d1",1.78598711109425e-06,0.620464649664329,0.306,0.229,0.0307011184397102
"Birc3",1.84303055171188e-06,-0.376159314004298,0.254,0.352,0.0316816951839272
"Lsm6",1.84422287517639e-06,0.419914102425902,0.484,0.406,0.0317021912242821
"Ino80e",1.85035577061516e-06,0.569208054194639,0.29,0.211,0.0318076156968747
"Tsta3",1.9101904879818e-06,0.579172834719391,0.29,0.213,0.0328361744884072
"Rpl13-ps3",1.9148003349102e-06,0.44707819707897,0.467,0.392,0.0329154177571063
"Tial1",1.94196163250922e-06,0.577978996412669,0.28,0.202,0.0333823204628335
"1700123O20Rik",1.94720346422566e-06,0.554297086630007,0.337,0.259,0.0334724275500391
"Ccnl2",1.97960040218901e-06,0.54275204559127,0.386,0.312,0.0340293309136291
"Ctsa",2.0214988335603e-06,-0.252617748991262,0.769,0.831,0.0347495649489015
"Idnk",2.02369295959465e-06,0.416774849833835,0.467,0.388,0.034787281975432
"Bub3",2.04559714361683e-06,0.445990232824827,0.425,0.348,0.0351638148987732
"Mvb12a",2.05685981840892e-06,0.402016661542567,0.485,0.407,0.0353574202784493
"Nucks1",2.07563574669017e-06,-0.411949081337768,0.333,0.422,0.0356801784856041
"Ndufa10",2.16097373502179e-06,0.382343626400621,0.512,0.444,0.0371471385050246
"Lsm4",2.19524866219593e-06,0.250018046390444,0.759,0.723,0.037736324503148
"Eapp",2.21111359858364e-06,0.443160498578179,0.4,0.328,0.0380090427596527
"Prorsd1",2.28344125739319e-06,-0.450672108474666,0.22,0.308,0.039252355214589
"Snap29",2.29390056958566e-06,-0.504146934206861,0.196,0.277,0.0394321507911775
"Pebp1",2.33235211421315e-06,0.29893378190876,0.711,0.694,0.040093132843324
"Rbmxl1",2.4684776315119e-06,0.563383859616354,0.297,0.22,0.0424331304856896
"Vrk2",2.47731766234896e-06,0.680765004489867,0.265,0.191,0.0425850906157786
"Hexb",2.50525108534788e-06,0.301508979099706,0.518,0.446,0.0430652661571301
"Naa38",2.55845517607102e-06,-0.406881783391985,0.325,0.412,0.0439798444766607
"Mat2a",2.56784719507892e-06,-0.418795691625859,0.393,0.482,0.0441412932834066
"Crlf2",2.57542114494069e-06,0.305847002622929,0.752,0.709,0.0442714894815305
"Arl6ip5",2.58170335173236e-06,0.414227279173673,0.5,0.427,0.0443794806162793
"Cib1",2.58972867462982e-06,-0.31584580747784,0.465,0.561,0.0445174359168865
"Uba1",2.88560200091848e-06,0.605811708124433,0.304,0.229,0.0496034983957887
"Trappc1",3.04382139952568e-06,0.357386120016178,0.526,0.459,0.0523232898578464
"Commd7",3.09390120907459e-06,0.454515931341984,0.497,0.433,0.0531841617839922
"Os9",3.10778147667288e-06,-0.385360224308061,0.27,0.364,0.0534227635840067
"Lcp2",3.18927146694996e-06,0.431383703492193,0.488,0.417,0.0548235765168698
"Ccdc107",3.20534481999991e-06,-0.514168939565771,0.215,0.296,0.0550998774557985
"Glrx5",3.41024579963455e-06,-0.349786503728157,0.446,0.54,0.058622125295718
"Sec62",3.43535081395444e-06,-0.380499456880466,0.351,0.442,0.0590536804918768
"Mfsd5",3.43819207924375e-06,-0.524628571248529,0.197,0.274,0.0591025218422001
"Stub1",3.45566739125193e-06,-0.328862132859185,0.501,0.588,0.0594029224556207
