"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Eif1ax",5.86010717262095e-43,1.13832820661402,0.603,0.374,1.00735242297354e-38
"2610507B11Rik",6.87531880383927e-43,-1.60378561956286,0.144,0.374,1.18186730237997e-38
"Psmb4",7.47744273085533e-43,0.71193253247022,0.833,0.692,1.28537240543403e-38
"Hagh",1.01760187468906e-42,-1.26308839201156,0.23,0.479,1.7492576225905e-38
"Lyz2",1.04996538030796e-42,-0.417471996236408,0.993,1,1.80489048874938e-38
"AI662270",1.18102916480999e-42,0.861450202267842,0.751,0.578,2.03018913430837e-38
"Agpat4",1.26859648302299e-42,2.36685465972011,0.3,0.081,2.18071735431653e-38
"Dse",1.35659719320408e-42,-1.43182256300786,0.172,0.414,2.33199057511782e-38
"Slc3a2",1.65633108484854e-42,0.78565483626206,0.83,0.67,2.84723313485463e-38
"Axl",1.84905274454247e-42,1.56158180409626,0.394,0.144,3.17852166786851e-38
"U2af1",3.04149226681139e-42,0.951345285007398,0.685,0.468,5.22832520664878e-38
"Snx6",4.13342728216104e-42,-0.795410894691028,0.562,0.779,7.10536149803483e-38
"Chd7",4.95662660053908e-42,2.2225993178169,0.318,0.096,8.52044112632668e-38
"Gnpda1",5.00000583461563e-42,-1.21337258159121,0.237,0.493,8.59501002970427e-38
"Tmem86a",7.46583996796614e-42,-1.12810669592884,0.279,0.532,1.28337789049338e-37
"Retnla",8.76053934516452e-42,-2.61343614450184,0.09,0.29,1.50593671343378e-37
"Gna12",9.10530326887301e-42,-1.87004477863071,0.098,0.304,1.56520163191927e-37
"Il18bp",9.79636873024609e-42,1.40672857409849,0.569,0.35,1.6839957847293e-37
"Gsap",1.43097668493722e-41,2.39993133823861,0.282,0.071,2.45984892140708e-37
"8-Sep",1.71484148819404e-41,-1.84970306896277,0.084,0.287,2.94781251820556e-37
"mt-Nd5",1.7233889827526e-41,-0.852803183337692,0.528,0.751,2.96250566135172e-37
"Pdia6",2.53049974605562e-41,0.836173910815315,0.789,0.663,4.34992906346961e-37
"Plek",3.2059206446512e-41,0.891963822087665,0.759,0.6,5.51097758815541e-37
"Tuba1b",3.70545586713397e-41,0.60072719132184,0.92,0.828,6.3696786356033e-37
"Rala",3.8943474855853e-41,0.92680897671392,0.697,0.517,6.69438332772113e-37
"Sepw1",3.96480429035845e-41,0.571845214781456,0.959,0.906,6.81549857512617e-37
"Snx27",4.25231016283008e-41,-1.72387326125202,0.119,0.334,7.3097211699049e-37
"Tor3a",6.26637011272135e-41,1.50375405490202,0.489,0.251,1.0771890223768e-36
"Ezr",8.51567296201521e-41,1.93213888697249,0.352,0.127,1.46384418217041e-36
"Lpcat2",9.38320829952512e-41,2.08692239996709,0.31,0.091,1.61297350668837e-36
"Nisch",1.92360659198125e-40,-1.03008654434089,0.376,0.624,3.30667973161578e-36
"Evi5",2.49382491578442e-40,-1.84586761482284,0.095,0.299,4.28688503023341e-36
"Cnih4",2.65579101181521e-40,0.838496185591784,0.741,0.572,4.56530474931034e-36
"Sra1",3.44065456055593e-40,0.967544782978302,0.682,0.496,5.91448518959565e-36
"Pycard",3.56772063625332e-40,0.649458306442694,0.946,0.904,6.13291177371946e-36
"Tceb2",4.00011050558991e-40,0.514640299755254,0.947,0.9,6.87618995910905e-36
"Ube2n",4.70635400260394e-40,0.925669774951451,0.696,0.501,8.09022253047616e-36
"Ifi47",5.23012240089596e-40,1.52916744521075,0.553,0.341,8.99058040714015e-36
"Lyn",6.26773637923935e-40,0.912417925853481,0.698,0.504,1.07742388359125e-35
"Osbpl9",6.39114034026489e-40,-1.15128679110857,0.297,0.54,1.09863702449153e-35
"Mertk",9.97408116393889e-40,-1.77286372871827,0.089,0.289,1.7145445520811e-35
"Creld2",1.0808422580458e-39,1.4737858361485,0.48,0.249,1.85796784158074e-35
"Rpl19",1.42957128128081e-39,0.250123097292034,1,1,2.45743303252171e-35
"Cox5b",2.28188323602738e-39,0.610930602784033,0.883,0.776,3.92255728273106e-35
"Daxx",3.87333383851109e-39,2.01522451865446,0.359,0.139,6.65826086840057e-35
"Snrpb",3.97321756636508e-39,0.640597117455774,0.889,0.806,6.82996099658157e-35
"Clic4",4.10708594649722e-39,1.1249916652673,0.584,0.357,7.06008074202872e-35
"Il2rg",5.05907029155767e-39,1.34995005009545,0.489,0.254,8.69654183118764e-35
"Dennd5a",6.75148655636048e-39,-1.46763966973755,0.14,0.362,1.16058053903837e-34
"Atp6v0b",8.76020822083959e-39,-0.457215859212425,0.927,0.973,1.50587979316232e-34
"Nfkbie",8.88938587873832e-39,2.07374402909544,0.333,0.119,1.52808543255512e-34
"Arhgef3",1.12749888739682e-38,-1.78960980597779,0.087,0.282,1.93817058743514e-34
"Cpq",1.33101334655235e-38,-1.86834954783123,0.087,0.279,2.2880119427235e-34
"Isg20",1.42203177894733e-38,2.70787400932487,0.285,0.084,2.44447262801045e-34
"Nab2",1.485220373475e-38,1.85567762972463,0.334,0.114,2.55309382200353e-34
"Sec11c",2.09383285355019e-38,-0.668301440264925,0.677,0.846,3.59929867525277e-34
"Ddx60",2.11012215671738e-38,-1.89974080213688,0.069,0.252,3.62729998739717e-34
"Zeb2os",2.45669997663462e-38,1.31749160421287,0.503,0.268,4.22306725983492e-34
"Ly96",3.45134691711007e-38,-1.08755736789956,0.251,0.502,5.93286535051221e-34
"Snrpe",5.45671560282294e-38,0.671326259836538,0.816,0.684,9.38009412125264e-34
"Zcchc24",5.66776264828348e-38,-1.63207611436873,0.105,0.307,9.7428839923993e-34
"Pyhin1",6.11958385361814e-38,1.81413694169645,0.439,0.225,1.05195646443696e-33
"Hnrnpf",8.67524956398904e-38,0.557098274977269,0.918,0.87,1.49127540004972e-33
"Nubp1",9.02519523055177e-38,1.18252276007979,0.549,0.333,1.55143106013185e-33
"Vill",1.7258299153425e-37,2.09474294643356,0.295,0.09,2.96670162447376e-33
"Pira2",2.44941588513722e-37,1.81474716061093,0.326,0.112,4.21054590655088e-33
"Myl12b",2.96884521832081e-37,0.877133923090767,0.718,0.535,5.10344493029348e-33
"Psmb1",3.20839694133804e-37,0.530539585499232,0.912,0.854,5.51523434216009e-33
"Nlrp3",3.47412153297104e-37,1.84215604447215,0.332,0.118,5.97201491517721e-33
"Rras",4.33362364955639e-37,-1.33116408852921,0.168,0.393,7.44949905358743e-33
"Rpsa",4.40721353344834e-37,0.414387554930671,0.997,1,7.57600006399769e-33
"Tmem59",5.29234181504828e-37,-0.662983097599147,0.641,0.819,9.097535580068e-33
"Slamf9",6.37873852536982e-37,1.82503254666184,0.368,0.15,1.09650515251107e-32
"Capzb",7.85872713230255e-37,0.410958535950942,0.985,0.966,1.35091519404281e-32
"Bmp2k",9.55172815622404e-37,-1.39968788991772,0.178,0.399,1.64194207005491e-32
"Ms4a8a",1.11551692475331e-36,-0.969589006223917,0.248,0.502,1.91757359365095e-32
"Gpi1",3.18412332240732e-36,0.741648403540069,0.841,0.75,5.47350799121818e-32
"Ndufb6",3.75756062897752e-36,0.707609115892855,0.771,0.637,6.45924672121235e-32
"Adam9",3.78038689186791e-36,-1.19956031784192,0.243,0.47,6.49848506712093e-32
"Gtf2i",4.32971330398765e-36,-1.88522792482926,0.082,0.263,7.44277716955477e-32
"Plekho1",4.35825951315021e-36,0.93568063847344,0.67,0.483,7.49184810310521e-32
"Higd2a",4.64260128502625e-36,-0.850499360481941,0.439,0.664,7.98063160896012e-32
"Sdf2l1",4.65754345114676e-36,1.00576085773175,0.736,0.657,8.00631719252128e-32
"Plekhf2",4.84305515066283e-36,1.58283353922406,0.396,0.177,8.3252118039894e-32
"Cd86",5.78858779197053e-36,1.02006211116687,0.67,0.492,9.95058241439733e-32
"Anp32b",6.67439266421911e-36,0.670945722599401,0.848,0.759,1.14732809897927e-31
"Arf1",9.43404549746172e-36,0.569326815633869,0.909,0.836,1.62171242101367e-31
"Ccl5",1.13087921865502e-35,2.51583093309697,0.414,0.203,1.94398137686799e-31
"Rpain",1.16590670093871e-35,-1.54692946559612,0.134,0.335,2.00419361891363e-31
"Uqcc3",1.17604823049206e-35,-0.963583524772537,0.357,0.595,2.02162690821585e-31
"Tspan32",1.25426357191212e-35,-1.32656172755639,0.162,0.379,2.15607908011693e-31
"Iqgap1",1.58346228522005e-35,0.668951611780722,0.849,0.757,2.72197166829327e-31
"Rps3",1.76520171572077e-35,0.276350815270561,1,1,3.03438174932401e-31
"Grpel1",1.89994091649909e-35,0.919185834445528,0.636,0.442,3.26599843546194e-31
"Eif1",2.08215126704172e-35,0.406182794895093,0.999,0.997,3.57921802804472e-31
"Ccdc34",2.59533716705321e-35,-1.72690944628029,0.107,0.296,4.46138459016448e-31
"Cbr1",2.7211432609405e-35,-1.76828909192995,0.094,0.278,4.67764526555671e-31
"Batf3",2.88864279838568e-35,1.36053075611495,0.449,0.227,4.96557697042498e-31
"Rpl7a",3.51109103002925e-35,0.631545629871488,0.86,0.759,6.03556548062028e-31
"Mrps14",4.22902072215965e-35,0.694301346356347,0.773,0.625,7.26968662139244e-31
"Ms4a6d",4.76690811760984e-35,0.766736976249969,0.917,0.887,8.19431505417132e-31
"Nr1h3",5.3234699365583e-35,2.2719842057761,0.29,0.096,9.15104482094372e-31
"Thbs1",5.45710990769438e-35,2.48130505652766,0.281,0.09,9.38077193132665e-31
"Sh3gl1",5.94852789506055e-35,-1.42581200514092,0.147,0.356,1.02255194516091e-30
"C5ar1",6.03846972475232e-35,-0.543264732393289,0.602,0.865,1.03801294568492e-30
"Nudt21",8.9217821897133e-35,1.05222086808263,0.563,0.357,1.53365435841172e-30
"BC028528",1.03367950457004e-34,1.35695753880713,0.484,0.275,1.77689506835589e-30
"Rab14",1.19271814581236e-34,-0.564727573725263,0.724,0.867,2.05028249265144e-30
"Svbp",1.23611684158479e-34,1.18738598211504,0.515,0.295,2.12488485068425e-30
"Rhoa",1.32610408797836e-34,0.498850666827795,0.944,0.889,2.2795729272348e-30
"Ptk2b",1.38750637069997e-34,1.91424454286798,0.273,0.079,2.38512345123324e-30
"Rpl22l1",2.07617182026894e-34,-0.579163424380508,0.781,0.901,3.56893935904232e-30
"Pcbd2",2.44057995813228e-34,-1.08997168380575,0.318,0.537,4.19535694802939e-30
"Ddx39",2.53502286899353e-34,1.54784642106199,0.379,0.17,4.35770431179987e-30
"Psmd11",3.00155225253887e-34,1.05132337760523,0.542,0.33,5.15966832211432e-30
"Acvrl1",3.39270315990118e-34,1.49008452664885,0.394,0.186,5.83205673187013e-30
"Tmem140",3.99514906616671e-34,-1.27893602668092,0.17,0.381,6.86766124474057e-30
"Agpat3",4.7568970764904e-34,-1.55663264971191,0.103,0.292,8.17710607448699e-30
"Tgif1",6.28527619498051e-34,1.39290064741354,0.435,0.222,1.08043897791715e-29
"Ecm1",6.48421547672472e-34,-1.34775071876353,0.199,0.413,1.11463664044898e-29
"Pigp",7.17033210642734e-34,-1.21063766874733,0.216,0.437,1.23258008909486e-29
"Phb2",7.51890757482448e-34,0.752063751323252,0.749,0.63,1.29250021211233e-29
"Tubb6",1.03460363853368e-33,0.972201237222426,0.629,0.438,1.77848365463939e-29
"Edf1",1.47313654191298e-33,0.453891179439329,0.946,0.905,2.53232171554842e-29
"Sat1",2.02139940874586e-33,-0.289121733216327,0.928,0.988,3.47478558363413e-29
"Galnt1",2.03932476961819e-33,-1.34361001702791,0.166,0.37,3.50559927897367e-29
"Prdx4",2.33382453200197e-33,-0.931847765757066,0.353,0.578,4.01184437051139e-29
"Sod1",2.57999342989413e-33,-1.00449419389925,0.335,0.56,4.43500870598801e-29
"Cat",2.63393718987085e-33,-1.70871510918811,0.118,0.302,4.52773802938799e-29
"Cox6b1",2.75739175550957e-33,0.426292964562663,0.97,0.948,4.73995642772096e-29
"Tomm40",2.9774143926442e-33,1.25075161386757,0.477,0.275,5.11817534095537e-29
"Gpsm3",4.5695111070551e-33,0.747491855103935,0.746,0.592,7.85498959302771e-29
"Foxp1",6.73047527910191e-33,-1.01147574608729,0.293,0.52,1.15696870047762e-28
"Rassf2",7.04592411509857e-33,-1.22801448580744,0.19,0.405,1.21119435538544e-28
"Slc16a6",7.46213082933474e-33,-1.37100153469785,0.188,0.393,1.28274028956264e-28
"Mrpl32",8.14185332396342e-33,1.12801625078986,0.507,0.308,1.39958458638931e-28
"Psmb5",8.18550161512577e-33,0.660343293991809,0.751,0.615,1.40708772764012e-28
"Shisa5",8.46631434039263e-33,0.640389853352064,0.883,0.811,1.45535943511349e-28
"Marcks",1.17417437841402e-32,-0.526291540957827,0.776,0.922,2.0184057564937e-28
"Snrpd1",1.24290870674296e-32,0.836199387149008,0.666,0.504,2.13656006689115e-28
"Unc93b1",1.80498019389955e-32,-0.500175997318925,0.865,0.946,3.10276095331333e-28
"Snx5",1.92267801955468e-32,-0.398199478884306,0.897,0.972,3.3050835156145e-28
"Mon2",2.72796285584512e-32,-1.70947519779892,0.088,0.261,4.68936814919777e-28
"Nfkbib",3.5702723943083e-32,1.27880225489998,0.471,0.27,6.13729824581597e-28
"Rps27l",3.78618679866024e-32,0.549994524883194,0.954,0.95,6.50845510689695e-28
"Nufip1",4.06925228469148e-32,1.78801072644546,0.314,0.122,6.99504467738466e-28
"Cd83",4.91283763735755e-32,1.16310976162652,0.475,0.254,8.44516789861762e-28
"Cct8",5.44954192087613e-32,0.914068508609401,0.616,0.438,9.36776256198606e-28
"S100a10",7.15005427323983e-32,0.581084746968726,0.943,0.927,1.22909432956993e-27
"Gm10116",7.34448286609763e-32,-0.441866162993706,0.926,0.981,1.26251660468218e-27
"Sft2d2",9.11427290378048e-32,-1.61529065192131,0.091,0.264,1.56674351215986e-27
"Ccnd1",1.07580574478091e-31,1.60044379216586,0.36,0.158,1.84931007527838e-27
"Fam96b",1.20610119384242e-31,0.920677239532554,0.61,0.422,2.07328795221511e-27
"Rrbp1",1.29158847351221e-31,0.567938038750972,0.893,0.845,2.22024058596749e-27
"Esd",1.29511738439315e-31,0.619300492055076,0.829,0.733,2.22630678377182e-27
"Hmgn1",1.30593824190096e-31,-0.935530667003191,0.328,0.553,2.24490783782774e-27
"Cd40",2.19926369472763e-31,1.63804852239125,0.409,0.213,3.7805342912368e-27
"Lpl",2.4072690089132e-31,1.42238626852953,0.604,0.451,4.13809542632178e-27
"Mrpl54",2.68102627851848e-31,0.648594882302218,0.781,0.664,4.60868417277328e-27
"Pcmtd1",2.79808763156578e-31,-1.43850877660253,0.134,0.323,4.80991263866158e-27
"Fbl",3.24510739124675e-31,1.0211003063713,0.568,0.377,5.57833960555317e-27
"Gpr146",3.99684682100729e-31,-1.14145788421019,0.225,0.437,6.87057968531153e-27
"Rab31",4.01556217664107e-31,-1.1626702631615,0.234,0.44,6.902751381646e-27
"Chmp4b",4.36113093208499e-31,0.575629901574002,0.912,0.836,7.49678407225409e-27
"Htatip2",4.66813665968495e-31,-1.11298086416483,0.238,0.447,8.02452691799844e-27
"Snrpf",5.3080710436793e-31,0.729630190301379,0.718,0.597,9.12457412408471e-27
"Sdc4",5.53138381421582e-31,1.00102481259988,0.67,0.508,9.50844877663699e-27
"Tmem167",8.99747931842167e-31,0.654020310466615,0.779,0.662,1.54666669483669e-26
"Pla2g7",1.17513073276969e-30,-0.744293584663456,0.561,0.763,2.02004972963109e-26
"Ralb",1.36223979839479e-30,0.99513616566629,0.538,0.335,2.34169021344065e-26
"Scamp2",1.3874848120814e-30,-0.770260609306319,0.445,0.661,2.38508639196793e-26
"Calm2",1.39855776028166e-30,-0.445934341432299,0.852,0.934,2.40412078992418e-26
"Ripk3",1.98710344608773e-30,1.67798372929401,0.31,0.123,3.41583082382481e-26
"Raph1",2.06925686936641e-30,-1.35638181974442,0.127,0.316,3.55705255844086e-26
"Tnfaip8l2",2.73452261495519e-30,-0.727694485676274,0.529,0.721,4.70064437510798e-26
"5730508B09Rik",3.40172637990322e-30,1.70302672413877,0.3,0.112,5.84756764705364e-26
"Rhoh",3.68727588053466e-30,1.2792629659936,0.42,0.219,6.33842723863908e-26
"Gapvd1",4.52715469234501e-30,-1.20061347942952,0.208,0.411,7.78217891614108e-26
"Agfg1",4.71419793586325e-30,-1.28616650486477,0.181,0.379,8.10370625174893e-26
"Lap3",4.98635802391659e-30,1.28602351051738,0.487,0.313,8.57154944311261e-26
"Tmem51",6.61754273043616e-30,1.3043466857109,0.406,0.202,1.13755559536198e-25
"2810474O19Rik",7.82179807673523e-30,1.13183676336563,0.541,0.353,1.34456708939079e-25
"Dynlrb1",8.24253422292309e-30,0.543680681642053,0.862,0.769,1.41689163292048e-25
"Gnb2l1",9.65419805984544e-30,0.355248643818777,0.989,0.997,1.65955664648743e-25
"Arap1",9.79760562252869e-30,-1.02158135325232,0.272,0.479,1.68420840651268e-25
"Hif1a",1.03856237131816e-29,1.22067182439722,0.498,0.304,1.78528871629592e-25
"Fcgr2b",1.05724057987162e-29,-0.423910845490986,0.869,0.972,1.81739655679931e-25
"Sptssa",1.32380666334696e-29,-0.727445870610105,0.474,0.681,2.27562365429343e-25
"Dusp23",1.38083957213535e-29,-1.38675860743008,0.122,0.303,2.37366322450066e-25
"Npm3",1.80460233611015e-29,1.10848885012804,0.509,0.323,3.10211141577335e-25
"Gm42418",1.85383991806071e-29,-0.833037391333547,0.659,0.812,3.18675081914635e-25
"Cnbp",1.94932357328206e-29,0.706640150163384,0.763,0.652,3.35088722247186e-25
"Fli1",2.67834308347472e-29,-1.19877488372807,0.187,0.383,4.60407176049304e-25
"Bcl2l1",2.81336761169805e-29,1.52967031241846,0.322,0.134,4.83617892450894e-25
"Tspan17",2.93023970275977e-29,-1.33617459158026,0.144,0.33,5.03708204904404e-25
"Rbms1",3.12682892521582e-29,0.616653937784212,0.847,0.758,5.37501892244599e-25
"Ctnnb1",3.1917473733743e-29,-1.0481775599686,0.244,0.446,5.48661373483042e-25
"Trafd1",3.50348620460242e-29,0.857570144071271,0.669,0.507,6.02249278571156e-25
"Casp1",4.48753199120318e-29,1.11759895303726,0.518,0.327,7.71406749287827e-25
"H2afz",4.62106970655343e-29,0.483129514005809,0.983,0.977,7.94361882556535e-25
"Osm",6.08186930820838e-29,1.55703067985357,0.502,0.322,1.04547333408102e-24
"B4galnt1",8.91816970100161e-29,1.53830743084416,0.307,0.121,1.53303337160218e-24
"H13",9.42607422083164e-29,0.787136315003943,0.683,0.539,1.62034215856096e-24
"Ppp4c",1.12840669572796e-28,0.663045161989227,0.754,0.632,1.93973110995637e-24
"Edem1",1.18349960555622e-28,1.09162031322143,0.507,0.33,2.03443582195115e-24
"Zcchc6",1.21976965837567e-28,-1.19944898073139,0.166,0.359,2.09678404274777e-24
"Aurkaip1",1.28701844106562e-28,0.636818078831916,0.787,0.682,2.21238470019181e-24
"Bscl2",1.36081709558164e-28,-0.719712688443722,0.424,0.632,2.33924458730484e-24
"Polr2c",1.71654576755714e-28,0.950174463804271,0.522,0.329,2.95074217443072e-24
"Cox6a1",1.76144183424637e-28,0.404620014457147,0.962,0.926,3.02791851306951e-24
"Rab3il1",1.86274920998923e-28,-0.659223946860598,0.417,0.657,3.20206589197148e-24
"Hint2",2.01951730623961e-28,-0.907072757487879,0.295,0.506,3.47155024942589e-24
"Paox",2.35198718679168e-28,-1.4361141112998,0.115,0.286,4.04306597409491e-24
"Scand1",2.77541314048634e-28,0.524183195362205,0.907,0.868,4.77093518849602e-24
"Vcpkmt",3.95513125995268e-28,1.57515356337973,0.313,0.131,6.79887063585866e-24
"Slc9a3r1",4.01576312769198e-28,1.040071379881,0.543,0.363,6.90309681650252e-24
"Clmp",5.2376902451356e-28,-1.32870658501501,0.123,0.297,9.0035895313881e-24
"Eef1e1",6.16326313934211e-28,1.53619980892377,0.335,0.155,1.05946493365291e-23
"Nfatc2",6.23432507222705e-28,-1.50754640808463,0.096,0.259,1.07168047991583e-23
"Tmem50a",6.50543781467895e-28,-0.538198544150252,0.707,0.848,1.11828476034331e-23
"Ywhah",6.74899862280476e-28,0.692799967265251,0.757,0.649,1.16015286326014e-23
"Uqcrfs1",6.84826609977582e-28,0.63306457967207,0.791,0.697,1.17721694255146e-23
"Icam1",6.93735725963017e-28,1.43878948332805,0.41,0.229,1.19253171293043e-23
"Got1",1.01313286394563e-27,1.29862370833383,0.432,0.245,1.74157539312254e-23
"Slc12a7",1.0634413524692e-27,-1.48967311204691,0.11,0.274,1.82805568489456e-23
"Evi2a",1.07258213711507e-27,0.655263560783679,0.799,0.692,1.84376869370081e-23
"Pura",1.12401020411695e-27,-1.0325763991513,0.241,0.442,1.93217354087703e-23
"Psmc6",1.1723816953296e-27,1.00591735114813,0.49,0.302,2.01532413427159e-23
"Rps2",1.24026744212457e-27,0.381732399010267,0.987,0.988,2.13201973301213e-23
"Dhrs7",1.34822995862729e-27,-1.2377996401548,0.179,0.36,2.31760729888031e-23
"Tubb5",1.43164348616533e-27,0.644838065720853,0.828,0.752,2.46099515271821e-23
"Rel",1.55161742950039e-27,1.59659928866598,0.301,0.124,2.66723036131118e-23
"Ctdsp2",1.69884153234019e-27,-1.34118505449424,0.152,0.331,2.92030859409278e-23
"Cpt1a",1.92511270072638e-27,-1.33134281422775,0.127,0.299,3.30926873254864e-23
"Timm17a",2.3145065026523e-27,0.809393525390891,0.627,0.453,3.9786366780593e-23
"Fam96a",2.39934886043031e-27,0.587400154123432,0.816,0.723,4.1244806910797e-23
"Gltp",2.41282567271462e-27,-0.563336825999667,0.743,0.859,4.14764733139643e-23
"Ndrg1",2.54943454250251e-27,2.10254338713057,0.253,0.09,4.38247797856182e-23
"Eif2s1",2.84746347119114e-27,0.948662463015131,0.533,0.348,4.89478970697757e-23
"Fubp1",2.9686572168058e-27,1.21392008733989,0.408,0.22,5.10312175568916e-23
"Dhx58",3.45921673395964e-27,1.45140831982892,0.361,0.178,5.94639356567661e-23
"Snrpa1",4.28832307753733e-27,1.18983483785889,0.421,0.235,7.37162737028667e-23
"Hsd17b11",4.30344807281906e-27,-1.35605171859687,0.127,0.298,7.39762723717596e-23
"Cyc1",4.47015312187019e-27,0.710996464096355,0.679,0.55,7.68419321649486e-23
"Emd",4.68583267136764e-27,1.08500942385044,0.469,0.281,8.05494636208098e-23
"Ergic3",4.85849513237116e-27,-0.753849221581988,0.444,0.639,8.35175313254602e-23
"Rasa1",4.86850634234343e-27,-1.51322207389902,0.107,0.268,8.36896240248836e-23
"Akr1a1",6.42826543181369e-27,-0.287651669468822,0.986,0.999,1.10501882772877e-22
"Hpse",6.51047928678904e-27,-0.977070486242274,0.283,0.487,1.11915138939904e-22
"Dstn",8.6424112719037e-27,-0.662110281700622,0.58,0.735,1.48563049764025e-22
"Mndal",8.94104880438839e-27,1.06759729162403,0.633,0.479,1.53696628947436e-22
"Grk6",1.15710768416494e-26,-1.4718534794011,0.094,0.252,1.98906810907953e-22
"Laptm4a",1.41287037031641e-26,-0.509303311415193,0.775,0.872,2.42872416657391e-22
"Cisd2",1.7341692993793e-26,0.834665372092313,0.608,0.441,2.98103702563301e-22
"Mid1ip1",1.83152653495406e-26,-1.42184916866111,0.111,0.274,3.14839411358602e-22
"Gabarapl1",1.96519740877137e-26,-1.38889076940206,0.122,0.288,3.37817434567798e-22
"Ndfip1",2.10029350567008e-26,-0.933603273517126,0.285,0.482,3.61040453624686e-22
"Slc43a2",2.3101790643891e-26,-0.875165661015609,0.287,0.488,3.97119781168486e-22
"Snx8",3.3061102428841e-26,-1.07990769511371,0.239,0.428,5.68320350751776e-22
"H3f3a",3.59413222902728e-26,0.316836024531788,0.999,0.995,6.1783133016979e-22
"Mapk14",4.86063053797977e-26,-1.04697825513251,0.218,0.406,8.35542389478722e-22
"Prr13",5.72755899830385e-26,-0.607416792607178,0.63,0.783,9.84567391808432e-22
"Rnf13",6.4962154401555e-26,-0.815273786400936,0.357,0.56,1.11669943416273e-21
"Hilpda",7.38250474772108e-26,2.08071212693385,0.412,0.249,1.26905256613325e-21
"Lamtor2",7.58867465172991e-26,-0.509839067895755,0.696,0.843,1.30449317263237e-21
"Fabp5",1.00555148869465e-25,1.92410989679561,0.787,0.744,1.7285430090661e-21
"Cmc2",1.42225915820401e-25,-1.28572040028589,0.123,0.288,2.4448634929527e-21
"Glipr1",1.54882272303214e-25,1.3463991564605,0.406,0.229,2.66242626089225e-21
"Lyz1",1.85127676331404e-25,-0.651459780930671,0.154,0.33,3.18234475613684e-21
"Spred1",1.98258456400946e-25,-1.15985365405717,0.186,0.365,3.40806286553226e-21
"Cct7",2.00107491753102e-25,0.784470242639736,0.606,0.454,3.43984778323582e-21
"Irf2",2.00666042253868e-25,1.07015286966312,0.472,0.298,3.449449266344e-21
"Stx4a",2.31334901367991e-25,0.693017171304519,0.696,0.569,3.97664695451577e-21
"Pfdn5",2.52292220700477e-25,-0.316660254825921,0.973,0.992,4.3369032738412e-21
"Akt1",2.60694751184804e-25,-0.984979565424923,0.249,0.442,4.48134277286678e-21
"Vamp5",2.61261083442781e-25,-1.15725118615141,0.143,0.321,4.49107802438141e-21
"2210013O21Rik",2.90622546343583e-25,-1.24173328860501,0.133,0.301,4.99580157164619e-21
"1810058I24Rik",3.5484217682099e-25,-0.621843075126686,0.616,0.764,6.09973701955282e-21
"Uqcrc1",3.75614662440311e-25,0.681235359720452,0.67,0.535,6.45681604734894e-21
"Stxbp3",3.86790411687629e-25,-1.00057916041387,0.229,0.416,6.64892717691034e-21
"Lpxn",4.07605688983763e-25,1.16746794969719,0.406,0.231,7.00674179363089e-21
"Irf2bp2",5.40386142150503e-25,-0.805152142925068,0.368,0.563,9.28923778356714e-21
"Fam3c",5.55625546328295e-25,-1.16190958567359,0.176,0.353,9.55120314138339e-21
"Fh1",6.42968190206408e-25,-1.08164164075428,0.279,0.453,1.10526231896482e-20
"Rpl37a",6.69231291354365e-25,-0.277877042231375,0.991,1,1.15040858983815e-20
"Dnajc3",1.06943772073113e-24,-0.760161736520387,0.425,0.609,1.83836344193681e-20
"Nme1",1.14945177166539e-24,0.48521661137812,0.872,0.829,1.97590759549281e-20
"Ogfr",1.18644026965144e-24,1.02657337472465,0.51,0.34,2.03949082353083e-20
"Oasl2",1.19570505688845e-24,0.924268347121828,0.559,0.386,2.05541699279124e-20
"Anxa4",1.3402135240338e-24,0.980825928852058,0.553,0.401,2.3038270478141e-20
"Cap1",1.35874007928065e-24,1.0673053336578,0.421,0.243,2.33567419628343e-20
"Lsm12",1.41750732464196e-24,0.882908230818444,0.531,0.361,2.43669509105953e-20
"Nol7",1.47617182539089e-24,0.720449059914949,0.634,0.489,2.53753936784694e-20
"Irgm1",1.53675171133374e-24,1.21397802337757,0.423,0.257,2.64167619178271e-20
"Usmg5",1.66377973815865e-24,0.655207367738426,0.694,0.538,2.86003736989472e-20
"Pigyl",1.81771852431126e-24,-1.03424236324022,0.205,0.385,3.12465814329106e-20
"Pla2g16",1.89802911983044e-24,1.01873723939515,0.54,0.389,3.26271205698853e-20
"Mcfd2",1.96926887252308e-24,-0.995445743825179,0.231,0.415,3.38517319186717e-20
"Bbip1",1.99544929738849e-24,0.715586768264092,0.629,0.457,3.43017734221082e-20
"Ptpn1",2.00147641728587e-24,0.690148656670517,0.793,0.691,3.44053796131442e-20
"Rps19",2.06854165744996e-24,0.254423828248362,0.999,1,3.55582310915648e-20
"mt-Nd3",2.14055480869973e-24,-0.951431411611112,0.289,0.476,3.67961371615484e-20
"Jak1",3.39742879965914e-24,-0.724896135575113,0.412,0.61,5.84018010661406e-20
"Ccdc86",3.45603029340304e-24,1.18513669719943,0.418,0.246,5.94091607435983e-20
"Ifi30",3.86599769151557e-24,0.544532951380917,0.919,0.883,6.64565003171527e-20
"Erh",4.16963025097748e-24,0.487911959474047,0.839,0.735,7.16759440143029e-20
"Rnf149",5.21138031342003e-24,0.721047729551669,0.728,0.591,8.95836275876903e-20
